Région,Localisation,Type de bien,Nature,Superficie,Salles de bains,Chambres,Prix,Date_De_Modification,Annonce
Tunis,N/A,Appartement,À Vendre,103,2,2,400000,2024-12-13,A un appartement S+2 haut standing (103m²) couvert Directement Promoteur  à Sidi Daoued La marsa
Tunis,N/A,Appartement,À Vendre,116,1,2,280000,2024-12-13,A #vendre un joli appartement s2 Cité palmeraies
Tunis,N/A,Appartement,À Vendre,132.5,1,2,550000,2024-12-13,A #vendre un joli appartement s+2 à Jardin de Carthage
Tunis,N/A,Appartement,À Vendre,209,1,1,430000,2024-12-13,A #vendre un coquet appartement s2 à  Cité palmeraies
Tunis,N/A,Appartement,À Vendre,120,1,2,370000,2024-12-13,A #vendre un coquet appartement s2 au 1er à  Cité palmeraies
Ariana,N/A,Appartement,À Vendre,169,1,1,480000,2024-12-13,A vendre un appartement à #Riadh El andalous
Tunis,N/A,Appartement,À Vendre,1,1,2,180000,2024-12-13,A vendre un appartement à bardo2 en face de pâtisserie Ranim.
Ariana,N/A,N/A,À Vendre,183,1,3,1,2024-12-13,A vendre un S+3  avec jardin/ piscine à la nouvelle Soukra
Tunis,N/A,Appartement,À Vendre,103,1,2,572000,2024-12-13,A vendre  un appartement s+2  à  Les jardins de Carthage
Tunis,N/A,Appartement,À Vendre,1,1,4,395000,2024-12-13,A vendre un appartement S2 au lac 1.
Ariana,N/A,N/A,À Vendre,129,1,4,495000,2024-12-13,A vendre un S4 à Ennasr 2 .
Tunis,N/A,N/A,À Vendre,172,1,3,750000,2024-12-13,A vendre un S+3 à Ain Zaghouan nord
Tunis,N/A,N/A,À Vendre,100.5,1,2,558000,2024-12-13,A #vendre un  s+2  à  Les jardins de Carthage
Tunis,N/A,N/A,À Vendre,289,1,3,1,2024-12-13,A vendre un S+3  au lac 2
Tunis,N/A,N/A,À Vendre,87,1,1,330000,2024-12-13,A vendre un S1 à Ain zaghouan Nord
Tunis,N/A,N/A,À Vendre,90,2,3,280000,2024-12-13,A VENDRE – S+3 – CARTHAGE – TEL 52156061 – FB.7210
Tunis,N/A,Appartement,À Vendre,73,1,0,210000,2024-12-13,A vendre un appartement s+1 à Ain Zaghouan
Tunis,N/A,Appartement,À Vendre,172,1,2,750000,2024-12-13,A #vendre un coquet appartement s3  Ain Zaghouan nord
Tunis,N/A,Appartement,À Vendre,160,3,335,350000,2024-12-13,A vendre un appartement à Ain Zaghouan les palmeraies pas loin de Aziza
Nabeul,N/A,Appartement,À Vendre,85,1,2,130000,2024-12-13,Appartements en cours de construction à 200 mètres de plage Hammam ghzeez
Tunis,N/A,Appartement,À Vendre,N/A,N/A,2,390000,2024-12-13,A Vendre un appartement S3 au 2éme étage avec ascenseur  à Cité _Wahat .
Tunis,N/A,N/A,À Vendre,180,1,3,550000,2024-12-13,A vendre une bâtisse  à Sidi Hassine .
Tunis,N/A,N/A,À Vendre,72,1,4,320000,2024-12-13,A vendre un S+1 à Jardins de carthage
Ariana,N/A,Appartement,À Vendre,143,1,3,0,2024-12-13,📍NOUVELLE ARIANA : APPARTEMENT S+3 À VENDRE
Ariana,N/A,Appartement,À Vendre,105,1,2,210000,2024-12-13,📍 CITÉ ENKHILETTE : APPARTEMENT S+2 À VENDRE
Ariana,N/A,Appartement,À Vendre,39,1,1,0,2024-12-13,📍ENNASR 1 : APPARTEMENT S+1 A VENDRE
Tunis,N/A,Appartement,À Vendre,128,2,2,395000,2024-12-13,📍MENZAH 9 C : APPARTEMENT S+2 À VENDRE
Ariana,N/A,N/A,À Vendre,55,1,1,165000,2024-12-13,A VENDRE S+1 -SOUKRA – TEL 52026677 – FB.6692
Ariana,N/A,Appartement,À Vendre,38,1,1,165000,2024-12-13,📍ENNASR 2 : APPARTEMENT S+1 A VENDRE
Ariana,N/A,N/A,À Vendre,100,1,3,220000,2024-12-13,Appart Giulia à Vendre à Ariana
Nabeul,N/A,villa,À Vendre,169,1,3,210000,2024-12-13,A_vendre un etage de villa situé à Nabeul  21256909
Ben Arous,N/A,N/A,À Vendre,117,1,3,200000,2024-12-13,a vendre
Ben Arous,N/A,Appartement,À Vendre,104,2,3,250000,2024-12-13,À vendre : Appartement haut standing S+2
Ben Arous,N/A,Appartement,À Vendre,N/A,N/A,2,230000,2024-12-13,Appartement s+2 à Mégrine
Bizerte,N/A,N/A,À Vendre,200,2,200,150,2024-12-13,a vendre
Sfax,N/A,N/A,À Vendre,80,1,3,75000,2024-12-13,Apparemment sfax 2000
Sfax,N/A,N/A,sale,N/A,2.0,N/A,260000,2024-12-13,S+2 Haut Standing + 2 places parking
Tunis,N/A,Appartement,À Vendre,81,1,3,200000,2024-12-13,à vendre appartement
Tunis,N/A,Appartement,N/A,N/A,N/A,N/A,180000,2024-12-13,Appartement à vendre au Tunis centre ville
Ariana,N/A,N/A,À Vendre,50,1,2,155000,2024-12-13,a vendre un appart S+1 a ennasr 2 avec meuble
Ariana,N/A,Appartement,À Vendre,88,1,2,240000,2024-12-13,Superbe appartement à vendre
Ariana,N/A,Appartement,À Vendre,165,2,3,390000,2024-12-13,A vendre un appartement S3 HS à Ennasr 2
Ariana,N/A,Appartement,À Vendre,200,2,4,510000,2024-12-13,A vendre un appartement style duplex Menzah 8
Sousse,N/A,Appartement,À Vendre,151,2,3,480000,2024-12-13,A vendre appartement S+3 vue de mer
Nabeul,N/A,Appartement,À Vendre,90,1,2,165000,2024-12-13,un appartement S+2 (haut standing) a #kelibia Sur 2 façades zone très chic et calme
Nabeul,N/A,Appartement,À Vendre,100,1,1,179998,2024-12-13,a vendre un appartement S+1 a 📍 kelibia vue sur mer
Nabeul,N/A,Appartement,À Vendre,95,1,1,140000,2024-12-13,Appartements à cité Ezzouhour Kelibia
La Manouba,N/A,N/A,À Vendre,0,2,5,0,2024-12-13,jolie duplex pour famille
Ariana,N/A,N/A,À Vendre,130,1,3,240000,2024-12-13,Appart S3 Clarissa à Vendre à Ariana
Tunis,N/A,Appartement,À Vendre,207,2,3,330000,2024-12-13,A vendre 03 trois appartement 2 appart (S+3) et un (S+2)  à Sidi Daoued La marsa (directement Promoteur)
Tunis,N/A,Appartement,À Vendre,113,2,2,330000,2024-12-13,Offre a ne pas raté a vendre un appartement S+2 Haut Standing 113m² couvert a Ain Zaghouin Nord en face carrefour la Marsa
Tunis,N/A,Appartement,À Vendre,N/A,N/A,N/A,240000,2024-12-13,Appartement
Nabeul,N/A,Appartement,À Vendre,100,1,2,230000,2024-12-13,Appartements Haut standing  2ème position  plage Hammam Ghzeez.
Sousse,N/A,N/A,À Vendre,300,2,4,0,2024-12-13,Rez-de-chaussée haut standing
Ben Arous,N/A,N/A,À Vendre,107,1,2,160000,2024-12-13,Appart S2 Paredes à Vendre à Borj Cedria
Tunis,N/A,Appartement,À Vendre,0,0,2,275000,2024-12-13,Un appartement s2 à vendre à l'aouina cité el Wahat
Tunis,N/A,Appartement,À Vendre,140,0,2,385000,2024-12-13,à Vendre un appartement s2 à Gammarth
Sousse,N/A,N/A,À Vendre,60,1,1,150000,2024-12-13,Studio chatt mariem
Sousse,N/A,Appartement,À Vendre,120,1,3,310000,2024-12-13,Appartement  à Sahloul
Ariana,N/A,N/A,À Vendre,65,1,1,165000,2024-12-13,A VENDRE S+1 – CHOTRANA 1 – TEL 58713586 – FB.7130
La Manouba,N/A,Appartement,À Vendre,101,1,3,220000,2024-12-13,Appartement S+3 à vendre à Cité Al-Amal La Manouba
Nabeul,N/A,N/A,À Vendre,140,2,2,470000,2024-12-13,S+2 Vue de Mer dans une résidence Haut standing  avec piscine   à AFH Mrezga Nabeul.
Tunis,N/A,Appartement,À Vendre,65,1,3,95000,2024-12-13,Appartement S+2 a vendre a khaznadar bardo 95000d
Ariana,N/A,Appartement,À Vendre,71,1,1,220000,2024-12-13,a vendre appartement s+1 au RDC  avec terrasse et parking ss a menzah 7bis
Tunis,N/A,Appartement,À Vendre,88,1,3,240000,2024-12-13,Superbe appartement S+2 à vendre
Sousse,N/A,Appartement,À Vendre,88,1,1,285000,2024-12-12,Appartement à vendre
Sousse,N/A,Appartement,À Vendre,300,0,3,1,2024-12-12,Spacieux Appartement S+3 + Studio dans une Résidence R+1 fait l'angle
Ariana,N/A,N/A,À Vendre,99,0,2,420000,2024-12-12,"un s+2 de 99m², Soukra"
Ariana,N/A,N/A,À Louer,40,01,01,155000,2024-12-12,s0 avec garage et meuble a ennasser
Ben Arous,N/A,Appartement,À Vendre,110,1,2,220000,2024-12-12,À vendre appartement S+2 HST Mrj 6 / 98380449
Ariana,N/A,N/A,À Vendre,125,1,3,420000,2024-12-12,Un magnifique S+2 à vendre à Jardins Menzah 2
Tunis,N/A,Appartement,À Vendre,120,2,2,335000,2024-12-12,A vendre appartement s+2 haut standing à cité Wahat
Nabeul,N/A,N/A,À Vendre,70,1,1,260000,2024-12-12,A vendre Spacieux S+1 Direct Promoteur dans une résidence avec piscine à vendre à AFH2 Mrezga Nabeul
Ben Arous,N/A,N/A,À Vendre,135,1,3,240000,2024-12-12,Appart S3 Catrine à Vendre à Ben Arous
Nabeul,N/A,N/A,À Vendre,366,2,3,0,2024-12-12,À Vendre Magnifique Penthouse à Nabeul Mrezga
Ariana,N/A,Appartement,À Vendre,183,1,3,1,2024-12-12,À VENDRE DES APPARTEMENT À CHOTRANA 1
Sfax,N/A,N/A,À Vendre,181,2,3,0,2024-12-12,apparemment à vendre
Ben Arous,N/A,Appartement,À Vendre,102,2,2,250000,2024-12-12,a vendre un appartement S2 avec place parking sous sol a la nouvelle medina
Nabeul,N/A,N/A,À Vendre,137,1,1,350000,2024-12-12,A Vendre S+1 de très haut standing à Vendre au 6 eme étage dans une résidence gardée et sécurisée à AFH Mrezga Nabeul.
Ben Arous,N/A,Appartement,À Vendre,125,2,3,260000,2024-12-12,"À vendre un appartement s+2 Haut Standing à Madina Jadida côté carrefour 
✅chauffage central 
✅place parking sous-sol 
✅salle d’eau et salle de bain 
👉🏻Superficie 125 m2 
👉🏻papier en règle 
Prix 260.000Dt 
☎️Num tel et whsatsap 
28 700 810"
Ben Arous,N/A,Appartement,À Vendre,98,2,2,205000,2024-12-12,"😍Opportunité : à vendre un appartement s+2 en #rez_de_chaussée à ezzahra côté voilier avec #entrée_indépendante 
✅Papier en règle 
✅chauffage centrale 
✅dressing 
👉🏻Superficie couverte 98 m2 
Prix 205 MD
☎️ Tel et whatsapp 
28700810"
Ben Arous,N/A,Appartement,À Vendre,78,1,2,135000,2024-12-12,"À vendre un appartement s+2 en #Rez_de_chaussée à madina jadida côté carrefour 📌
👉🏻Superficie 78 NET 
Prix demandé 135MD"
Ariana,N/A,N/A,À Vendre,N/A,N/A,3,340000,2024-12-12,A VENDRE - S+3 - RUE DU PARC -  50362627 - FB.3634
Ariana,N/A,Appartement,À Vendre,136,2,3,0,2024-12-12,À vendre un appartement en s+3 au 3 ème étage avec ascenseur
Tunis,N/A,N/A,À Vendre,N/A,1,N/A,570000,2024-12-12,A VENDRE S+2 – JARDINS DE CARTHAGE – TEL 56306032 – FB.6078
Tunis,N/A,N/A,À Vendre,N/A,N/A,2,340000,2024-12-12,A VENDRE S+2 – BHAR LAZREK – TEL 56306032 – FB.7148
Ben Arous,N/A,N/A,À Vendre,122,2,2,230000,2024-12-12,Nouvelle-Offre📢 #A-VENDRE 🔥🔥#S+2 avec une superficie de 122m².
Ben Arous,N/A,Appartement,À Vendre,100,2,2,150001,2024-12-12,📢 Appartement S+2 à Vendre Tecnocasa Nouvelle Medina 3 met en #Vente un #appartement S+2
Nabeul,N/A,N/A,À Louer,230,4,4,660000,2024-12-12,A Vendre : Un S+4 avec une belle vue dégagée sur Mer à AFH Mrezga Nabeul
Ariana,N/A,Appartement,À Vendre,147,2,3,540000,2024-12-12,Appartement s+3 a vendre à La Soukra
Tunis,N/A,Appartement,À Vendre,110,1,1,255000,2024-12-12,Appartement a vendre à cité olympique
Tunis,N/A,Appartement,À Vendre,131,2,3,486000,2024-12-12,Appartement s2 a vendre à Ain Zaghouan nord
Tunis,N/A,Appartement,À Vendre,63,1,1,340000,2024-12-12,Appartement s1 a vendre à Ain zaghouan nord
Tunis,N/A,N/A,À Vendre,236,3,2,1100000,2024-12-12,Duplex s+4 a vendre à Ain zaghouan Nord
Tunis,N/A,Appartement,À Vendre,198,2,2,710000,2024-12-12,Appartement s+2 a vendre à Ain zaghouan nord
Tunis,N/A,Appartement,À Vendre,260,2,4,1500000,2024-12-12,appartement a vendre au berges du lac 1
Tunis,N/A,N/A,À Vendre,208,3,4,800000,2024-12-12,A vendre Duplex S+4 en hauteur à el Manar 3.
Sfax,N/A,Appartement,À Vendre,100,1,3,150,2024-12-12,Appartement a vendre
Mahdia,N/A,N/A,À Vendre,116.84,2,2,450000,2024-12-12,𝑺+2 𝑨̀ 𝑽𝒆𝒏𝒅𝒓𝒆 𝑺𝒑𝒂𝒄𝒊𝒆𝒖𝒙 𝑬𝒕 𝑫𝒊𝒓𝒆𝒄𝒕𝒆𝒎𝒆𝒏𝒕 𝑷𝒓𝒐𝒎𝒐𝒕𝒆𝒖𝒓 𝑷𝒓𝒐𝒄𝒉𝒆 𝑫𝒆 𝑳𝒂 𝑷𝒍𝒂𝒈𝒆
Ariana,N/A,villa,À Vendre,240,2,3,950000,2024-12-12,A VENDRE VILLA – LA SOUKRA – TEL 56306032 – FB.6715
Nabeul,N/A,N/A,À Vendre,65,0,1,235000,2024-12-12,"A vendre: S+1 de 65m² dans une résidence  à cité el wafa, Nabeul"
Nabeul,N/A,Appartement,À Vendre,104,1,2,362999,2024-12-12,"A vendre : Appartement S+2 de 104 m² avec une terrasse de 12 m² à Cité el wafa , Nabeul."
Nabeul,N/A,Appartement,À Vendre,115,0,2,411000,2024-12-12,"A vendre : Appartement S+2 de 115 m² avec une terrasse de 19 m² à Cité el wafa , Nabeul."
Nabeul,N/A,N/A,À Vendre,107,0,2,410000,2024-12-12,"À vendre: S+2  Vue sur mer  à Cité el Wafa ,Nabeul ."
Nabeul,N/A,N/A,À Vendre,163,2,3,490000,2024-12-12,"À vendre : S+3 de 163m² à Cité El Wafa,Nabeul"
Sousse,N/A,Appartement,À Vendre,410,2,5,650000,2024-12-12,"Deux appartement s+3, s+2 avec local commercial à vendre situé à hammem sousse"
Ariana,N/A,villa,À Louer,253,5,5,1230000,2024-12-12,A vendre une villa avec piscine à la Soukra
Ariana,N/A,N/A,À Vendre,N/A,N/A,N/A,350000,2024-12-12,S+3 à vendre
Ariana,N/A,Appartement,À Vendre,190,1,2,450000,2024-12-12,A vendre appartement S2 190m² à la Soukra
Nabeul,N/A,N/A,À Vendre,60,1,1,260000,2024-12-12,Un S+1 avec une très belle vue sur piscine à vendre à AFH Mrezga Nabeul
Ariana,N/A,Appartement,À Vendre,68,0,1,1,2024-12-12,Appartement à vendre à la petite ariana
Ariana,N/A,N/A,À Louer,N/A,1,N/A,201998,2024-12-12,A VENDRE S+1 – ARIANA – TEL 56306032 – FB.7094
Tunis,N/A,Appartement,À Vendre,65,0,1,107250,2024-12-12,"À vendre appartements s+1, 2et 3 FOPROLOS à Sidi Hassine"
Ben Arous,N/A,Appartement,À Vendre,100,1,3,1,2024-12-12,À vendre appartement S+3 HST à Mourouj 3 / 98380449
Ariana,N/A,Appartement,N/A,N/A,N/A,5,360000,2024-12-12,A vendre un spacieux appartement S+4 au cœur de Cité Ennasr2
Tunis,N/A,N/A,À Vendre,82,1,1,220000,2024-12-12,A vendre S+1 avec terrasse à cité wahat
Tunis,N/A,N/A,À Vendre,75,1,2,160000,2024-12-11,A vendre un S+2 en face de l’hôpital charles nicoles
Nabeul,N/A,N/A,À Vendre,70,1,4,259000,2024-12-11,"A Vendre un S+1, en cours de construction, 4 eme étage avec une bonne orientation, dans une résidence avec piscine à AFH Mrezga Nabeul."
Tunis,N/A,Appartement,À Vendre,43,1,1,250000,2024-12-11,A vendre  un appartement S0  neuf à Ain Zaghouan Nord
Tunis,N/A,N/A,À Vendre,127,2,3,525000,2024-12-11,Appart S3 Souffle d’Été à Vendre au Kram EST
Nabeul,N/A,N/A,À Vendre,138,2,2,360000,2024-12-11,À  VENDRE À  YASMINE HAMMAMET
Ariana,N/A,Appartement,N/A,N/A,N/A,4,550000,2024-12-11,Appartement S+4 à La Soukra
Tunis,N/A,N/A,À Vendre,160,2,3,440000,2024-12-11,S3 Alfred à Vendre à Ain Zaghouan
Ariana,N/A,Appartement,À Vendre,67,1,1,195000,2024-12-11,Vente appartement S+1 à Riadh Landalous
Ariana,N/A,N/A,À Vendre,160,2,4,730000,2024-12-11,A vendre un duplex S4 à la Soukra
Tunis,N/A,Appartement,À Vendre,118,1,2,297000,2024-12-11,A vendre un appartement S2 neuf à Cité les palmeraies
Tunis,N/A,N/A,À Vendre,67,1,0,236000,2024-12-11,A vendre S1 direct promoteur à l'Aouina
Bizerte,N/A,N/A,À Vendre,104,2,4,174999,2024-12-11,Duplex à vendre à Sidi ali chebab
Ben Arous,N/A,Appartement,À Vendre,85,1,2,135000,2024-12-11,A vendre Appartement S+2
Ariana,N/A,N/A,À Vendre,110,2,3,450000,2024-12-11,S3 a vendre à Soukra
Tunis,N/A,Appartement,À Vendre,130,2,2,390000,2024-12-11,A vendre un appartement S2 à gammarth village
Tunis,N/A,Appartement,À Vendre,90,0,2,480000,2024-12-11,à vendre un appartement s2 à la marsa (stade)
Tunis,N/A,Appartement,À Vendre,150,2,3,390000,2024-12-11,à Vendre un  appartement s3 à L'aouina Hay el Wahat
Ariana,N/A,N/A,À Vendre,154,3,3,480000,2024-12-11,à Vendre un Duplex à la Soukra
Ariana,N/A,Appartement,À Vendre,114,1,2,440000,2024-12-11,A vendre appartement S2 à la Soukra
Bizerte,N/A,Appartement,À Vendre,123,1,2,190000,2024-12-11,Vaste Appartement à vendre à Ghar melh-Bizerte
Bizerte,N/A,Appartement,À Vendre,100,1,2,170000,2024-12-11,Appartement à Vendre à Sidi ali il Makki
Tunis,N/A,Appartement,À Vendre,N/A,N/A,N/A,0,2024-12-11,À Vendre : Appartements S+2 Direct Promoteur
Ariana,N/A,N/A,À Vendre,104,1,3,155000,2024-12-11,A vendre s+3 jaafar
Tunis,N/A,Appartement,À Vendre,N/A,N/A,N/A,0,2024-12-11,"🏡 À Vendre : NOUVEAUX APPARTEMENTS "" S+1 , S+2 , S+3 ET DES DUPLEX "" ( DIRECT PROMOTEUR ) 🏡"
Tunis,N/A,Appartement,À Vendre,N/A,N/A,N/A,0,2024-12-11,"🏡 À Vendre : NOUVEAUX APPARTEMENTS "" S+1 , S+2 "" ( DIRECT PROMOTEUR ) 🏡"
Nabeul,N/A,N/A,À Vendre,345,3,4,960000,2024-12-11,à Vendre  Duplex S+4 dans une résidence avec piscine à AFH2 Mrezga Nabeul.
Tunis,N/A,N/A,À Vendre,118,1,2,290000,2024-12-11,A VENDRE S+2 – AOUINA –51004658 – FB.7089
Tunis,N/A,Appartement,À Vendre,174.43,1,3,0,2024-12-11,Gammarth village : petit projet immobilier a vendre 4 appartements standing neuf dans une résidence R+2 composé de 12 appartements chaque palier 4 appartements .
Tunis,N/A,N/A,À Vendre,120,1,0,289998,2024-12-11,A VENDRE – S+2 – WAHAT – TEL 52156061- FB.7186
Ben Arous,N/A,Appartement,À Vendre,80,1,3,110000,2024-12-11,Un appartement à vendre S+2 entre mourouj 5 et 6 tel 99811625/54811627
Ben Arous,N/A,Appartement,À Vendre,115,1,4,135000,2024-12-11,un joli appartement ☕ 3 ème étage S+3 en face Monoprix à 135 milles dinars
Ariana,N/A,N/A,À Vendre,143,2,2,395000,2024-12-11,A Vendre S+2 à La Soukra
Tunis,N/A,N/A,N/A,N/A,N/A,1,0,2024-12-11,à vendre app s+1 à l'Aouina zayatine
Ariana,N/A,Appartement,À Vendre,115,02,03,290000,2024-12-11,Appartement S+3 à Menzah 7 (115 mètre carré) avec titre de propriété.
Ariana,N/A,N/A,À Vendre,210,2,4,0,2024-12-11,A VENDRE UN  APP STYLE  DUPLEX S+4 A MENZAH 8
Tunis,N/A,N/A,À Vendre,127,2,3,400,2024-12-11,apparemment a aouina a vendre
Sousse,N/A,N/A,À Vendre,120,2,3,390000,2024-12-11,S+3 Sahloul 2
Tunis,N/A,N/A,À Vendre,132,1,3,320000,2024-12-11,A VENDRE S+3 – EL AOUINA – TEL 58713586 – FB.6036
Tunis,N/A,N/A,À Vendre,N/A,2,N/A,320000,2024-12-11,A VENDRE S+3 – EL AOUINA – TEL 56306032 – FB.6036
Nabeul,N/A,Appartement,À Vendre,N/A,1,N/A,75000,2024-12-11,📍 Appartement à vendre
Nabeul,N/A,Appartement,À Vendre,110,1,1,0,2024-12-11,A VENDRE  Un appartement S+2 situé à Mnaret Hammamet  21256909
Tunis,N/A,N/A,À Vendre,64,1,1,205000,2024-12-11,A VENDRE S+1 – AIN ZAGHOUAN – TEL 58258423 – FB.7196
Tunis,N/A,N/A,À Vendre,80,0,2,244999,2024-12-11,"un s+2 de 80m², nouvelle soukra"
Tunis,N/A,N/A,À Vendre,138,1,1,290000,2024-12-11,A VENDRE S+3 – CITE WAHAT – TEL 58258514– FB.6214
Tunis,N/A,N/A,À Vendre,N/A,1,N/A,263610,2024-12-11,A VENDRE – S+2 – CITE EL WAHAT -TEL56306032 – FB. 7092
Ben Arous,N/A,Appartement,À Vendre,70,1,2,200000,2024-12-11,Appartement à vendre
Nabeul,N/A,Appartement,À Vendre,90,1,2,165000,2024-12-11,un appartement S+2 (haut standing) a #kelibia🌊🌊
Tunis,N/A,Appartement,À Louer,100,1,2,240000,2024-12-11,A vendre joli appartement S2  RDC à Manar 1
Tunis,N/A,N/A,À Vendre,99,1,2,338000,2024-12-11,A vendre S2 direct promoteur à l'Aouina
Ben Arous,N/A,Appartement,À Vendre,180,2,3,0,2024-12-11,À vendre appartement S+3HST à Mourouj 6
Ben Arous,N/A,Appartement,À Vendre,110,1,1,0,2024-12-11,À vendre appartement S+1 HST Mourouj 6 / 98380449
Ben Arous,N/A,Appartement,À Vendre,113,1,2,1,2024-12-11,À vendre appartement S+2 HST à El Mourouj 6 / 98380449
Nabeul,N/A,N/A,À Vendre,160,1,2,400000,2024-12-11,A vendre S+2 très haut standing dans une résidence gardée et sécurisée à AFH2 Mrezga
Tunis,N/A,N/A,À Vendre,200,2,3,0,2024-12-11,A VENDRE UN DUPLEX S+3 AU JARDIN DE L'AOUINA
Nabeul,N/A,N/A,À Vendre,97,1,2,400000,2024-12-11,A Vendre : S+2 haut standing Vue piscine dans une résidence gardée avec ascenseur et double piscine à AFH2 Mrezga Nabeul.
Tunis,N/A,N/A,À Vendre,25,1,1,115000,2024-12-10,A vendre studio 25 m² rénové meublé au Centre Ville Tunis
Ariana,N/A,Appartement,À Vendre,130,1,3,260000,2024-12-10,A vendre appartement S3 retapé a nouvelle Ariana
Ariana,N/A,Appartement,À Vendre,130,1,3,260000,2024-12-10,A vendre appartement S3 retapé a nouvelle Ariana
Ariana,N/A,Appartement,À Vendre,140,2,3,300000,2024-12-10,a vendre appartement s+3 avec parking sous-sol a jardin d'el menzah  1
Ariana,N/A,Appartement,À Vendre,145,2,3,300000,2024-12-10,A vendre appartement S3 a jardin manzeh 1
La Manouba,N/A,N/A,À Vendre,78,1,2,0,2024-12-10,s+2 a vendre a hay l weha ben mahmoud
Ariana,N/A,N/A,À Vendre,57,0,1,320000,2024-12-10,"un s+1 au RDC avec terrasse, chotrana 1"
Tunis,N/A,N/A,À Louer,120,1,2,344999,2024-12-10,A LOUER – S+2 – AIN ZAGHOUAN NORD – TEL 52156061- FB.7180
Sousse,N/A,Appartement,À Vendre,138,2,3,0,2024-12-10,Appartement S3 Zone El Kantaoui avec 2 parkings
Tunis,N/A,Appartement,À Vendre,175,2,3,650000,2024-12-10,A vendre un appartement S3 de 175m2 à Ain Zaghouan Nord
Nabeul,N/A,N/A,À Vendre,73,1,1,270100,2024-12-10,A Vendre un S+1 spacieux en cours de construction à AFH Mrezga Nabeul dans une résidence avec piscine
Tunis,N/A,Appartement,À Vendre,165,2,3,650000,2024-12-10,A vendre appartement S+3 HST à la Marsa
Tunis,N/A,Appartement,À Vendre,122,1,2,550000,2024-12-10,A vendre appartement S+2 à la Marsa
Tunis,N/A,N/A,À Vendre,172,3,3,825000,2024-12-10,S3 Strasbourg à Vendre aux Jardins de Carthage
Nabeul,N/A,Appartement,À Vendre,148,1,2,199998,2024-12-10,💥A vendre un appartement S+3 a Kelibia 💥
La Manouba,N/A,Appartement,À Vendre,79,1,2,167000,2024-12-10,Appartement S+2 à Vendre
Ben Arous,N/A,Appartement,À Louer,80,2,0,280000,2024-12-10,A vendre appartement s2 rénové à Medina jadida 3
Tunis,N/A,Appartement,À Vendre,130,1,2,280000,2024-12-10,Appartement S3 A VENDRE
Tunis,N/A,N/A,À Vendre,163,2,3,825000,2024-12-10,A vendre un S3 neuf aux jardins de Carthage
Ariana,N/A,N/A,À Vendre,40,1,1,175000,2024-12-10,A vendre Un S+1 Haut standing à Ennasr
Tunis,N/A,N/A,À Vendre,127,2,2,400000,2024-12-10,Appart S2 Linzor à Vendre à L'Aouina
Tunis,N/A,N/A,À Vendre,175,2,3,650000,2024-12-10,A vendre S3 de 175m2 à Ain Zaghouan Nord
Sousse,N/A,Appartement,À Vendre,66,0,1,240000,2024-12-10,A vendre appartement S+1 Direct Promoteur
Sousse,N/A,Appartement,À Vendre,100,1,2,360000,2024-12-10,A vendre appartement S+3 dans une résidence avec piscine
Tunis,N/A,N/A,À Louer,N/A,1,N/A,270000,2024-12-10,A VENDRE S+3 – CITE WAHAT – TEL 56306032 – FB.6807
Tunis,N/A,N/A,À Vendre,N/A,1,N/A,167000,2024-12-10,A VENDRE S+1 – CITE EL WAHAT – TEL 56306032  – FB.7195
Nabeul,N/A,N/A,À Vendre,112,1,2,380000,2024-12-10,A vendre: S+2 avec jardin dans une residence Haut Standing avec piscine à l'AFH Mrezga Nabeul
Ariana,N/A,N/A,À Vendre,50,1,1,225000,2024-12-10,A vendre S1 neufs à la nouvelle Soukra
Tunis,N/A,N/A,À Vendre,126,1,3,340000,2024-12-10,Appart S3 Klind à Vendre à L'Aouina
